gene_id,gene_short_name,HIO_0,HIO_1,HIO_2,HuSI_Duo_A_0,HuSI_Duo_A_1,HuSI_Dist_A_0,HuSI_Dist_A_1,HuSI_Dist_A_2,HuSI_Dist_A_3,HuSI_F_0,HuSI_F_1,HuSI_F_2,HuSI_F_3,HuSI_F_4,HuSI_F_5
SEMA4D,SEMA4D,9.33492,9.07556,6.28384,10.2838,10.7993,11.3779,12.3673,11.5257,8.62762,9.90587,7.94711,11.9152,10.0743,10.6555,12.4552
EIF2AK3,EIF2AK3,8.57834,9.37224,9.83599,9.62267,10.7986,7.74467,10.4183,10.0977,9.61577,6.21269,8.69249,7.02869,8.01143,5.57014,6.48526
RFC2,RFC2,12.5259,14.3078,10.4285,11.3675,10.7971,9.89329,12.618,12.7825,13.3125,12.2018,13.7394,9.72601,13.2051,9.89287,13.2467
COPG2,COPG2,12.9898,15.9714,16.2126,8.21798,10.7951,8.24699,7.44545,11.5276,11.2676,8.9529,14.4977,14.533,16.1148,13.6989,11.2497
PKLR,PKLR,0.84964,0.924728,1.63044,19.3218,10.7938,12.5661,4.25025,13.6138,8.20181,35.3579,8.37296,22.48,7.45004,31.0326,21.5987
LCOR,LCOR,8.88263,8.8661,12.7301,10.7514,10.7901,10.3341,7.71878,10.5985,14.0441,20.6278,13.4421,20.3162,11.4894,22.4795,19.1294
DENND4B,DENND4B,12.2571,11.4424,11.58,13.0172,10.7832,13.2374,12.2915,12.5719,10.2015,10.1095,8.25435,8.75865,8.52628,6.64567,8.98919
IL17RB,IL17RB,11.3621,12.4408,7.75719,11.3434,10.7812,9.69705,8.78326,14.7391,12.288,7.49133,7.82161,7.10689,9.05274,4.65039,8.24012
KITLG,KITLG,11.6378,11.2452,4.56091,9.19609,10.7736,8.83021,14.7601,11.1196,16.3884,6.18083,13.0435,9.54688,9.52976,6.54479,10.4225
ANKRD28,ANKRD28,8.01938,8.39924,11.5162,11.0018,10.7726,11.6105,9.01972,9.48946,9.76425,9.28399,9.39985,9.79438,9.16181,9.02589,9.80987
UBLCP1,UBLCP1,16.9493,16.5198,14.4352,12.8047,10.7696,11.8856,13.1279,11.1254,14.621,9.59353,12.45,12.0665,9.49116,11.1794,12.9137
MAP3K2,MAP3K2,5.38158,5.23089,7.67863,10.8177,10.7694,11.1739,10.2605,12.9045,11.7796,11.4668,10.8711,11.2331,9.50703,11.2643,11.2962
ZNF280D,ZNF280D,0.392973,0.288761,0.34356,8.47257,10.7693,11.4663,11.2055,12.4992,10.4736,15.0631,15.3207,16.4297,14.0991,15.753,17.4916
CD40,CD40,1.36728,1.47813,0.820509,15.3267,10.7677,8.2401,8.85216,7.3489,12.5897,1.01162,1.07835,1.70689,1.34812,1.43789,1.77593
UPRT,UPRT,5.60442,5.74826,6.45918,8.62859,10.764,8.96204,6.93452,6.18896,8.15329,9.70098,7.65823,9.12833,4.23388,10.1182,10.6622
LPIN1,LPIN1,11.7007,11.4751,11.6082,15.1824,10.7612,9.37962,9.83218,12.4424,12.026,4.24248,8.26,4.5275,7.6464,4.90716,5.28459
DST,DST,9.60923,10.42,22.0333,8.05466,10.759,9.29992,11.0038,13.8609,13.4144,21.7484,37.4963,32.5551,32.9434,35.9752,29.884
RGS19,RGS19,9.22195,7.90108,3.75869,9.24262,10.7579,8.68577,10.7377,10.3514,5.44907,3.62686,2.85487,2.62763,3.21954,3.06001,3.9698
CDC42BPG,CDC42BPG,15.6875,14.8318,11.1094,14.9649,10.7577,11.2823,7.81894,12.9416,9.15234,4.88643,3.58027,3.06284,5.23168,2.9808,3.53159
C10orf76,C10orf76,8.0774,8.03262,7.79836,10.2305,10.7576,11.7231,13.9895,13.8674,11.6707,10.0667,9.29352,8.49452,9.40771,9.9115,10.0252
NTN4,NTN4,5.84151,6.41554,9.51884,10.4395,10.7525,11.8825,19.4023,13.6711,15.4782,20.133,9.09062,10.6588,9.37331,9.19035,14.0315
YBEY,YBEY,10.6539,9.15759,7.72397,8.91401,10.7511,12.0554,10.656,15.5152,16.7256,9.78285,10.1551,8.57536,7.79549,16.4026,10.6401
ZNF740,ZNF740,10.409,12.01,9.77863,7.87966,10.7505,10.8344,9.62876,9.68425,7.46975,12.5226,10.9038,11.131,15.2586,9.07961,10.7762
CCDC174,CCDC174,7.73473,8.81334,9.60556,9.37166,10.7504,8.00615,8.92536,10.9194,11.8205,7.89681,8.40242,8.85927,8.69082,9.85948,8.62468
CPA2,CPA2,0.601116,1.31417,0.69665,23.4085,10.7454,17.8863,55.4382,3.38511,52.3022,7.76227,0.0856225,27.7886,0.0876311,23.7062,14.1206
METTL14,METTL14,7.72282,8.62128,9.07753,8.64743,10.7454,9.448,12.089,13.6987,12.6545,12.7658,12.753,15.4557,12.7515,13.9309,14.2772
TBL2,TBL2,14.4282,15.2801,16.6987,11.1451,10.7436,9.7706,9.45395,11.2025,12.1388,13.8086,11.8385,10.7641,12.5775,12.6944,12.6277
XIAP,XIAP,10.252,9.10149,14.0761,11.3089,10.7399,10.6828,12.2821,11.3314,12.99,15.4531,12.6604,13.8061,11.4617,14.3249,14.6008
CEBPB,CEBPB,19.3862,14.5541,15.8013,25.1562,10.7396,13.6465,12.9225,16.62,19.3721,20.6209,7.81586,8.29358,7.12365,12.0426,10.5116
SMAD5,SMAD5,12.71,11.5884,11.1435,11.6969,10.7396,10.3758,10.0624,8.8393,10.0672,17.0846,17.4973,20.0332,15.5918,18.6647,16.8894
FAM21C,FAM21C,2.93213,3.65817,3.30085,9.20398,10.7351,7.58692,10.6044,12.3393,12.0353,11.6232,4.56997,6.01458,3.82239,5.34734,5.40279
UPF2,UPF2,8.02286,9.40993,9.05604,7.95049,10.7334,7.87998,9.82687,12.0127,10.4386,9.66711,13.192,13.553,11.8557,12.1339,12.972
TMEM150A,TMEM150A,18.6209,16.9419,15.3458,16.6458,10.7278,16.2581,9.85355,10.6,7.36403,22.2372,10.1602,17.7942,9.5312,17.5681,15.9345
PTGS1,PTGS1,1.88954,2.09651,0.690688,9.99822,10.7231,6.98138,18.2799,12.0785,18.6208,2.2641,3.37832,2.48664,4.1963,3.32391,3.04724
TMEM229B,TMEM229B,7.27518,7.2236,10.0164,13.4759,10.7218,14.222,10.5431,9.26495,8.73932,5.91368,3.91284,6.00785,2.65614,4.04255,3.81461
TMEM138,TMEM138,12.2137,10.7774,10.3982,13.4185,10.7189,12.5132,12.0021,13.3489,11.4887,8.40211,7.89545,9.84096,7.83181,8.52796,10.031
TXNL4B,TXNL4B,4.70197,4.93658,4.785,8.00336,10.7132,7.38382,5.99393,8.75109,6.97326,9.60256,6.44104,7.07122,5.89217,9.98289,7.40641
CCDC80,CCDC80,4.10095,4.64067,3.46881,5.05901,10.707,5.01445,25.5673,21.4214,37.1002,1.96182,10.9807,7.107,8.69795,7.37036,6.6938
PI4KAP1,PI4KAP1,25.7176,25.2887,13.7487,4.4843,10.7,5.39284,9.45326,6.13046,13.9909,26.6212,6.30391,8.77873,10.0323,13.5737,9.23488
CNOT6,CNOT6,12.9524,12.4535,11.1643,11.6119,10.6974,12.7922,11.0577,8.49278,12.8794,14.459,12.0596,15.2784,12.2466,14.7776,13.5325
NFE2L3,NFE2L3,13.7054,14.5088,35.6734,7.40317,10.6942,7.4746,10.9679,5.72139,8.63552,7.46766,9.19093,7.25733,7.14216,6.78553,8.76951
AOAH,AOAH,0.692833,0.664283,13.7771,10.548,10.6931,9.73782,18.1014,14.5686,11.0545,8.26457,3.26697,10.1838,4.38491,7.80626,13.4098
RDH13,RDH13,8.16247,7.01016,7.60636,14.2488,10.6867,9.83671,6.80533,9.41905,8.95895,6.47424,5.48964,2.99352,5.66556,4.81343,4.50321
SMG1,SMG1,8.82969,9.47643,11.8715,8.48157,10.6833,10.6604,11.4477,13.3809,11.3287,17.4078,16.6942,18.2477,15.0649,15.331,18.4053
TRAPPC11,TRAPPC11,6.98919,7.16222,8.2214,11.6555,10.6767,12.3001,12.8287,13.1335,11.8167,11.4759,12.7596,15.068,11.8428,13.3399,13.3661
TARBP2,TARBP2,28.9543,28.2801,18.8752,12.7117,10.6756,7.5896,10.6956,7.73884,9.28568,10.7147,10.5052,11.0312,12.6344,9.25658,10.4624
RRP8,RRP8,7.11673,8.33829,7.92911,7.3293,10.6731,7.37567,7.10542,11.0365,7.88899,10.4933,9.1193,12.4647,9.43523,12.9841,11.4502
PIP4K2B,PIP4K2B,17.9396,18.398,15.5986,10.0937,10.6668,11.0848,13.1175,9.65273,10.3677,14.4413,19.5384,17.7325,19.5905,15.0156,17.7589
NR1D2,NR1D2,7.06487,6.91736,9.66156,18.1747,10.6658,10.9854,19.3233,12.1149,22.0302,6.17528,11.2175,5.95294,6.04609,5.99315,7.48062
YBX2,YBX2,4.8513,4.81379,9.14236,17.8579,10.6656,16.7369,15.534,14.2438,13.7257,1.86715,1.60701,1.17969,1.3408,1.31393,1.20587
ZCCHC10,ZCCHC10,11.582,11.023,12.246,8.13199,10.6651,8.36318,10.9084,11.2702,10.8127,8.54789,9.17068,7.59286,7.48704,8.1335,9.07676
CELA3A,CELA3A,0.274737,0,0.339345,31.2189,10.6619,13.046,10.4532,10.4125,9.16747,0.0961305,0,0.171219,0.140114,0.0930538,0
IL33,IL33,7.20277,7.21755,6.99213,6.67096,10.661,5.19709,15.034,9.65585,16.3536,4.62819,6.42528,10.0197,5.39257,4.95655,7.43943
CARD8,CARD8,7.77367,7.27417,6.62001,14.9918,10.6584,15.9458,12.9242,10.0197,13.0258,9.1535,10.2821,13.8796,9.99544,13.3081,13.3422
USP25,USP25,10.2342,9.6431,9.90471,9.00326,10.657,9.12313,9.96941,12.3408,10.9478,9.28082,9.89413,11.43,9.69015,11.4516,10.9905
KLHDC8B,KLHDC8B,15.4743,16.6335,24.1625,9.41971,10.6509,10.5149,8.99028,7.60124,8.47455,23.1569,15.7904,26.8513,20.6994,33.4835,18.6639
UBXN2A,UBXN2A,5.70625,6.35,6.95978,9.77947,10.6487,10.7262,13.2851,10.5045,15.7999,6.7713,8.61582,8.77741,8.51135,6.79998,8.09689
C1orf122,C1orf122,54.2182,44.4133,38.0411,18.4438,10.6475,11.8591,10.585,9.80753,7.4853,20.949,17.6057,12.7659,17.5131,14.4067,16.6491
STYXL1,STYXL1,13.616,15.6424,12.5672,14.6249,10.6469,11.3178,8.40482,11.6135,12.2257,19.0883,12.0975,11.8048,15.497,18.6932,14.3495
RNMTL1,RNMTL1,9.04064,9.76523,8.42756,7.0664,10.6462,6.18647,7.03301,7.70648,6.11267,7.0662,6.51694,6.37703,7.42636,7.0546,6.76103
SLC25A25,SLC25A25,9.6068,9.81853,10.1049,12.9416,10.6431,16.4827,17.4139,12.6441,15.5286,9.54273,8.31407,7.09902,7.74083,10.4507,6.52304
PINX1,PINX1,6.01481,5.39932,4.08287,6.14916,10.6402,4.92046,8.05263,7.0956,7.8131,4.16365,5.61913,6.24919,5.17235,5.71872,6.66427
ARL5B,ARL5B,6.68262,6.61895,11.1822,8.33739,10.64,9.60347,10.0289,11.1607,12.3161,19.6878,14.1964,19.3616,10.7936,23.8138,17.3073
BEST4,BEST4,2.691,2.51256,2.57522,13.2915,10.632,14.468,5.46247,8.69518,5.71973,22.2832,10.0253,2.38916,15.5758,2.63154,12.7692
SSBP4,SSBP4,61.9428,51.9723,46.8128,22.0102,10.6308,22.3398,16.4581,11.756,11.6508,56.9558,32.8511,26.7175,42.2793,34.2881,32.4509
LOC730101,LOC730101,4.83777,5.41045,3.55763,10.172,10.6236,9.7085,6.01448,9.59776,7.34206,13.5807,7.67698,10.5937,5.16829,6.80399,13.5255
NDN,NDN,33.1901,31.9318,31.2148,13.4092,10.6229,11.9894,16.0931,11.7995,10.8985,33.1124,33.8924,24.1343,32.4794,23.7825,32.2643
ING3,ING3,12.5909,12.8257,7.81351,8.32053,10.6181,8.12554,10.0331,10.5193,8.04786,9.99472,11.478,10.8477,10.8097,9.7176,12.2199
